glyph_name,ps_name,sort_final_cdg,sort_final_a,assoc_feat_cdg,assoc_feat_a,assoc_feat_val,assoc_uids_cdg,assoc_uids_a,temp_usv,glyphsapp_name,to_review
ModTnYinPing,uniA700,8402.1,8402.1,,,,,,A700,chineseToneYinPingmod,
ModTnYinQu,uniA704,8403.1,8403.1,,,,,,A704,chineseToneYinQumod,
ModTnYinRu,uniA706,8404.1,8404.1,,,,,,A706,chineseToneYinRumod,
ModTnYangShang,uniA703,8405.1,8405.1,,,,,,A703,chineseToneYangShangmod,
ModTnYangPing,uniA701,8406.1,8406.1,,,,,,A701,chineseToneYangPingmod,
ModTnYangQu,uniA705,8407.1,8407.1,,,,,,A705,chineseToneYangQumod,
ModTnYangRu,uniA707,8408.1,8408.1,,,,,,A707,chineseToneYangRumod,
CombGraphemeJoiner,uni034F,9300.1,9300.1,,,,,,034F,graphemejoinercomb,
FunctionApplication,uni2061,9301.1,9301.1,,,,,,2061,functionapplication,
InvisibleSeparator,uni2063,9302.1,9302.1,,,,,,2063,invisibleseparator,
InvisibleTimes,uni2062,9303.1,9303.1,,,,,,2062,invisibletimes,
LftToRtEmbedding,uni202A,9310.1,9310.1,,,,,,202A,lefttorightembedding,
LftToRtMrk,uni200E,9311.1,9311.1,,,,,,200E,lefttorightmark,
LftToRtOverride,uni202D,9312.1,9312.1,,,,,,202D,lefttorightoverride,
PopDirFormatting,uni202C,9320.1,9320.1,,,,,,202C,popdirectionalformatting,
RtToLftEmbedding,uni202B,9330.1,9330.1,,,,,,202B,righttoleftembedding,
RtToLftMrk,uni200F,9331.1,9331.1,,,,,,200F,righttoleftmark,
RtToLftOverride,uni202E,9332.1,9332.1,,,,,,202E,righttoleftoverride,
VS1,uniFE00,9401.1,9401.1,,,,,,FE00,VS1,
VS2,uniFE01,9402.1,9402.1,,,,,,FE01,VS2,
VS3,uniFE02,9403.1,9403.1,,,,,,FE02,VS3,
VS4,uniFE03,9404.1,9404.1,,,,,,FE03,VS4,
VS5,uniFE04,9405.1,9405.1,,,,,,FE04,VS5,
VS6,uniFE05,9406.1,9406.1,,,,,,FE05,VS6,
VS7,uniFE06,9407.1,9407.1,,,,,,FE06,VS7,
VS8,uniFE07,9408.1,9408.1,,,,,,FE07,VS8,
VS9,uniFE08,9409.1,9409.1,,,,,,FE08,VS9,
VS10,uniFE09,9410.1,9410.1,,,,,,FE09,VS10,
VS11,uniFE0A,9411.1,9411.1,,,,,,FE0A,VS11,
VS12,uniFE0B,9412.1,9412.1,,,,,,FE0B,VS12,
VS13,uniFE0C,9413.1,9413.1,,,,,,FE0C,VS13,
VS14,uniFE0D,9414.1,9414.1,,,,,,FE0D,VS14,
VS15,uniFE0E,9415.1,9415.1,,,,,,FE0E,VS15,
VS16,uniFE0F,9416.1,9416.1,,,,,,FE0F,VS16,
WordJoiner,uni2060,9420.1,9420.1,,,,,,2060,wordjoiner,
ZeroWidthJoiner,uni200D,9421.1,9421.1,,,,,,200D,zerowidthjoiner,
ZeroWidthNoBreakSpace,uniFEFF,9422.1,9422.1,,,,,,FEFF,zeroWidthNoBreakSpace,
ZeroWidthNonJoiner,uni200C,9423.1,9423.1,,,,,,200C,zerowidthnonjoiner,
ZeroWidthSpace,uni200B,9424.1,9424.1,,,,,,200B,zerowidthspace,
ActivateArbFormShaping,uni206D,9500.1,9500.1,,,,,,206D,activateformshaping-ar,
ActivateSymmetricSwapping,uni206B,9501.1,9501.1,,,,,,206B,activatesymmetricswapping,
InhibitArbFormShaping,uni206C,9502.1,9502.1,,,,,,206C,inhibitformshaping-ar,
InhibitSymmetricSwapping,uni206A,9503.1,9503.1,,,,,,206A,inhibitsymmetricswapping,
IntlnrAnnotationAnchor,uniFFF9,9504.1,9504.1,,,,,,FFF9,interlinearannotationanchor,
IntlnrAnnotationSeparator,uniFFFA,9505.1,9505.1,,,,,,FFFA,interlinearannotationseparator,
IntlnrAnnotationTerminator,uniFFFB,9506.1,9506.1,,,,,,FFFB,interlinearannotationterminator,
LineSep,uni2028,9507.1,9507.1,,,,,,2028,lineseparator,
NationalDigitShapes,uni206E,9508.1,9508.1,,,,,,206E,nationalshapes,
NominalDigitShapes,uni206F,9509.1,9509.1,,,,,,206F,nominalshapes,
ObjectReplChar,uniFFFC,9510.1,9510.1,,,,,,FFFC,objectReplacementCharacter,
ParagraphSeparator,uni2029,9511.1,9511.1,,,,,,2029,paragraphseparator,
EmQuad,uni2001,9600.1,9600.1,,,,,,2001,emquad,
EmSpace,uni2003,9601.1,9601.1,,,,,,2003,emspace,
NarrowNoBreakSpace,uni202F,9602.1,9602.1,,,,,,202F,narrownbspace,
PuncSpace,uni2008,9604.1,9604.1,,,,,,2008,punctuationspace,
SixPerEmSpace,uni2006,9605.1,9605.1,,,,,,2006,sixperemspace,
ThreePerEmSpace,uni2004,9607.1,9607.1,,,,,,2004,threeperemspace,
EnQuad,uni2000,9608.1,9608.1,,,,,,2000,enquad,
EnSpace,uni2002,9609.1,9609.1,,,,,,2002,enspace,
FourPerEmSpace,uni2005,9610.1,9610.1,,,,,,2005,fourperemspace,
FigureSpace,uni2007,9611.1,9611.1,,,,,,2007,figurespace,
ThinSpace,uni2009,9612.1,9612.1,,,,,,2009,thinspace,
HairSpace,uni200A,9613.1,9613.1,,,,,,200A,hairspace,
ReplChar,uniFFFD,9699.1,9699.1,,,,,,FFFD,replacementCharacter,
FontBslnSideBrngMrkrLft,uniF130,9700.1,9700.1,,,,,,,,NotInGlyphsApp
FontBslnSideBrngMrkrRt,uniF131,9701.1,9701.1,,,,,,,,NotInGlyphsApp
FontVertMetricsMrkrLft,uniF132,9710.1,9710.1,,,,,,,,NotInGlyphsApp
FontVertMetricsMrkrRt,uniF133,9711.1,9711.1,,,,,,,,NotInGlyphsApp
LftParen.Sophia,compLftParen,9807.1,9807.1,,,,,,,parenleft.Sophia,SuffixMismatch
RtParen.Sophia,compRtParen,9808.1,9808.1,,,,,,,parenright.Sophia,SuffixMismatch
Comma.Sophia,compComma,9811.1,9811.1,,,,,,,comma.Sophia,SuffixMismatch
DigitZero.Sophia,compDigitZero,9815.1,9815.1,,,,,,,zero.Sophia,SuffixMismatch
DigitOne.Sophia,compDigitOne,9816.1,9816.1,,,,,,,one.Sophia,SuffixMismatch
DigitTwo.Sophia,compDigitTwo,9817.1,9817.1,,,,,,,two.Sophia,SuffixMismatch
DigitThree.Sophia,compDigitThree,9818.1,9818.1,,,,,,,three.Sophia,SuffixMismatch
DigitFour.Sophia,compDigitFour,9819.1,9819.1,,,,,,,four.Sophia,SuffixMismatch
DigitFive.Sophia,compDigitFive,9820.1,9820.1,,,,,,,five.Sophia,SuffixMismatch
DigitSix.Sophia,compDigitSix,9821.1,9821.1,,,,,,,six.Sophia,SuffixMismatch
DigitSeven.Sophia,compDigitSeven,9822.1,9822.1,,,,,,,seven.Sophia,SuffixMismatch
DigitEight.Sophia,compDigitEight,9823.1,9823.1,,,,,,,eight.Sophia,SuffixMismatch
DigitNine.Sophia,compDigitNine,9824.1,9824.1,,,,,,,nine.Sophia,SuffixMismatch
LtnCapB.Sophia,compLtnCapB,9833.1,9833.1,,,,,,,B.Sophia,SuffixMismatch
LtnCapC.Sophia,compLtnCapC,9834.1,9834.1,,,,,,,C.Sophia,SuffixMismatch
LtnCapD.Sophia,compLtnCapD,9835.1,9835.1,,,,,,,D.Sophia,SuffixMismatch
LtnCapE.Sophia,compLtnCapE,9836.1,9836.1,,,,,,,E.Sophia,SuffixMismatch
LtnCapF.Sophia,compLtnCapF,9837.1,9837.1,,,,,,,F.Sophia,SuffixMismatch
LtnCapG.Sophia,compLtnCapG,9838.1,9838.1,,,,,,,G.Sophia,SuffixMismatch
LtnCapH.Sophia,compLtnCapH,9839.1,9839.1,,,,,,,H.Sophia,SuffixMismatch
LtnCapJ.Sophia,compLtnCapJ,9841.1,9841.1,,,,,,,J.Sophia,SuffixMismatch
LtnCapL.Sophia,compLtnCapL,9843.1,9843.1,,,,,,,L.Sophia,SuffixMismatch
LtnCapM.Sophia,compLtnCapM,9844.1,9844.1,,,,,,,M.Sophia,SuffixMismatch
LtnCapN.Sophia,compLtnCapN,9845.1,9845.1,,,,,,,N.Sophia,SuffixMismatch
LtnCapO.Sophia,compLtnCapO,9846.1,9846.1,,,,,,,O.Sophia,SuffixMismatch
LtnCapP.Sophia,compLtnCapP,9847.1,9847.1,,,,,,,P.Sophia,SuffixMismatch
LtnCapR.Sophia,compLtnCapR,9849.1,9849.1,,,,,,,R.Sophia,SuffixMismatch
LtnCapS.Sophia,compLtnCapS,9850.1,9850.1,,,,,,,S.Sophia,SuffixMismatch
LtnCapV.Sophia,compLtnCapV,9853.1,9853.1,,,,,,,V.Sophia,SuffixMismatch
LtnCapW.Sophia,compLtnCapW,9854.1,9854.1,,,,,,,W.Sophia,SuffixMismatch
LtnCapX.Sophia,compLtnCapX,9855.1,9855.1,,,,,,,X.Sophia,SuffixMismatch
LtnCapY.Sophia,compLtnCapY,9856.1,9856.1,,,,,,,Y.Sophia,SuffixMismatch
LtnCapZ.Sophia,compLtnCapZ,9857.1,9857.1,,,,,,,Z.Sophia,SuffixMismatch
BoxDotted,compBoxDotted,10165.1,10165.1,,,,,,,,NotInGlyphsApp
ModBeginHighTn,uni02F9,10168.1,10168.1,,,,,,02F9,beginhightonemod,
ModBeginLowTn,uni02FB,10169.1,10169.1,,,,,,02FB,beginlowtonemod,
ModEndHighTn,uni02FA,10170.1,10170.1,,,,,,02FA,endhightonemod,
ModEndLowTn,uni02FC,10171.1,10171.1,,,,,,02FC,endlowtonemod,
LtnSmAAcute.LP,aacute.LP,21000.3117,21000.3117,ss07,,,00E1,,,aacute.LP,NotInUfo
LtnSmAGrave.LP,agrave.LP,21000.3137,21000.3137,ss07,,,00E0,,,agrave.LP,NotInUfo
LtnSmACircumDotBlw.LP,uni1EAD.LP,21000.3217,21000.3217,ss07,,,1EAD,,,acircumflexdotbelow.LP,NotInUfo
LtnSmACircumAcute.VN.LP,uni1EA5.VN.LP,21000.32311,21000.32311,,,,1EA5,,,acircumflexacute.VN.LP,NotInUfo
LtnSmACircumAcute.2StorySItal.LP,uni1EA5.2StorySItal.LP,21000.32311,21000.32311,,,,1EA5,,,acircumflexacute.2StorySItal.LP,NotInUfo
LtnSmACircumAcute.2StorySItal.VN.LP,uni1EA5.2StorySItal.VN.LP,21000.32311,21000.32311,,,,1EA5,,,acircumflexacute.2StorySItal.VN.LP,NotInUfo
LtnSmACircumAcute.LP,uni1EA5.LP,21000.32312,21000.32312,ss07,,,1EA5,,,acircumflexacute.LP,NotInUfo
LtnSmACircumGrave.VN.LP,uni1EA7.VN.LP,21000.32313,21000.32313,,,,1EA7,,,acircumflexgrave.VN.LP,NotInUfo
LtnSmACircumGrave.2StorySItal.LP,uni1EA7.2StorySItal.LP,21000.32313,21000.32313,,,,1EA7,,,acircumflexgrave.2StorySItal.LP,NotInUfo
LtnSmACircumGrave.2StorySItal.VN.LP,uni1EA7.2StorySItal.VN.LP,21000.32313,21000.32313,,,,1EA7,,,acircumflexgrave.2StorySItal.VN.LP,NotInUfo
LtnSmACircumGrave.LP,uni1EA7.LP,21000.32314,21000.32314,ss07,,,1EA7,,,acircumflexgrave.LP,NotInUfo
LtnSmACircumTilde.VN.LP,uni1EAB.VN.LP,21000.32341,21000.32341,,,,1EAB,,,acircumflextilde.VN.LP,NotInUfo
LtnSmACircumTilde.2StorySItal.VN.LP,uni1EAB.2StorySItal.VN.LP,21000.32341,21000.32341,,,,1EAB,,,acircumflextilde.2StorySItal.VN.LP,NotInUfo
LtnSmACircumTilde.2StorySItal.LP,uni1EAB.2StorySItal.LP,21000.32341,21000.32341,,,,1EAB,,,acircumflextilde.2StorySItal.LP,NotInUfo
LtnSmACircumTilde.LP,uni1EAB.LP,21000.32347,21000.32347,ss07,,,1EAB,,,acircumflextilde.LP,NotInUfo
LtnSmACircumHookAbv.VN.LP,uni1EA9.VN.LP,21000.32381,21000.32381,,,,1EA9,,,acircumflexhookabove.VN.LP,NotInUfo
LtnSmACircumHookAbv.2StorySItal.LP,uni1EA9.2StorySItal.LP,21000.32381,21000.32381,,,,1EA9,,,acircumflexhookabove.2StorySItal.LP,NotInUfo
LtnSmACircumHookAbv.2StorySItal.VN.LP,uni1EA9.2StorySItal.VN.LP,21000.32381,21000.32381,,,,1EA9,,,acircumflexhookabove.2StorySItal.VN.LP,NotInUfo
LtnSmACircumHookAbv.LP,uni1EA9.LP,21000.32387,21000.32387,ss07,,,1EA9,,,acircumflexhookabove.LP,NotInUfo
LtnSmACircum.LP,acircumflex.LP,21000.327,21000.327,ss07,,,00E2,,,acircumflex.LP,NotInUfo
LtnSmABreveAcute.LP,uni1EAF.LP,21000.33231,21000.33231,ss07,,,1EAF,,,abreveacute.LP,NotInUfo
LtnSmABreveAcute.VN.LP,uni1EAF.VN.LP,21000.33231,21000.33231,,,,1EAF,,,abreveacute.VN.LP,NotInUfo
LtnSmABreveAcute.2StorySItal.VN.LP,uni1EAF.2StorySItal.VN.LP,21000.33231,21000.33231,,,,1EAF,,,abreveacute.2StorySItal.VN.LP,NotInUfo
LtnSmABreveGrave.VN.LP,uni1EB1.VN.LP,21000.33231,21000.33231,,,,1EB1,,,abrevegrave.VN.LP,NotInUfo
LtnSmABreveGrave.2StorySItal.VN.LP,uni1EB1.2StorySItal.VN.LP,21000.33231,21000.33231,,,,1EB1,,,abrevegrave.2StorySItal.VN.LP,NotInUfo
LtnSmABreveGrave.LP,uni1EB1.LP,21000.33232,21000.33232,ss07,,,1EB1,,,abrevegrave.LP,NotInUfo
LtnSmABreveTilde.VN.LP,uni1EB5.VN.LP,21000.33234,21000.33234,,,,1EB5,,,abrevetilde.VN.LP,NotInUfo
LtnSmABreveTilde.2StorySItal.VN.LP,uni1EB5.2StorySItal.VN.LP,21000.33234,21000.33234,,,,1EB5,,,abrevetilde.2StorySItal.VN.LP,NotInUfo
LtnSmABreveTilde.LP,uni1EB5.LP,21000.33235,21000.33235,ss07,,,1EB5,,,abrevetilde.LP,NotInUfo
LtnSmABreveHookAbv.VN.LP,uni1EB3.VN.LP,21000.33238,21000.33238,,,,1EB3,,,abrevehookabove.VN.LP,NotInUfo
LtnSmABreveHookAbv.2StorySItal.VN.LP,uni1EB3.2StorySItal.VN.LP,21000.33238,21000.33238,,,,1EB3,,,abrevehookabove.2StorySItal.VN.LP,NotInUfo
LtnSmACaron.LP,uni01CE.LP,21000.3347,21000.3347,ss07,,,01CE,,,acaron.LP,NotInUfo
LtnSmATilde.LP,atilde.LP,21000.347,21000.347,ss07,,,00E3,,,atilde.LP,NotInUfo
LtnSmAMacron.LP,amacron.LP,21000.357,21000.357,ss07,,,0101,,,amacron.LP,NotInUfo
LtnSmADiaerMacron.LP,uni01DF.LP,21000.36357,21000.36357,ss07,,,01DF,,,adieresismacron.LP,NotInUfo
LtnSmADiaer.LP,adieresis.LP,21000.367,21000.367,ss07,,,00E4,,,adieresis.LP,NotInUfo
LtnSmADotAbvMacron.LP,uni01E1.LP,21000.37136,21000.37136,ss07,,,01E1,,,adotmacron.LP,NotInUfo
LtnSmADotAbv.LP,uni0227.LP,21000.3717,21000.3717,ss07,,,0227,,,adotaccent.LP,NotInUfo
LtnSmATilde.2StorySItal.LP,atilde.2StorySItal.LP,21001.34,21001.34,,,,00E3,,,atilde.2StorySItal.LP,NotInUfo
LtnSmAAcute.SngStory.LP,aacute.SngStory.LP,21010.14311,21010.14311,,,,00E1,,,aacute.SngStory.LP,NotInUfo
LtnSmAGrave.SngStory.LP,agrave.SngStory.LP,21010.14313,21010.14313,,,,00E0,,,agrave.SngStory.LP,NotInUfo
LtnSmACircum.SngStory.LP,acircumflex.SngStory.LP,21010.1432,21010.1432,,,,00E2,,,acircumflex.SngStory.LP,NotInUfo
LtnSmACircumDotBlw.SngStory.LP,uni1EAD.SngStory.LP,21010.14321,21010.14321,,,,1EAD,,,acircumflexdotbelow.SngStory.LP,NotInUfo
LtnSmACircumAcute.SngStory.LP,uni1EA5.SngStory.LP,21010.14323,21010.14323,,,,1EA5,,,acircumflexacute.SngStory.LP,NotInUfo
LtnSmACircumAcute.SngStory.VN.LP,uni1EA5.SngStory.VN.LP,21010.14323,21010.14323,,,,1EA5,,,acircumflexacute.SngStory.VN.LP,NotInUfo
LtnSmACircumGrave.SngStory.LP,uni1EA7.SngStory.LP,21010.14323,21010.14323,,,,1EA7,,,acircumflexgrave.SngStory.LP,NotInUfo
LtnSmACircumGrave.SngStory.VN.LP,uni1EA7.SngStory.VN.LP,21010.14323,21010.14323,,,,1EA7,,,acircumflexgrave.SngStory.VN.LP,NotInUfo
LtnSmACircumTilde.SngStory.LP,uni1EAB.SngStory.LP,21010.14323,21010.14323,,,,1EAB,,,acircumflextilde.SngStory.LP,NotInUfo
LtnSmACircumTilde.SngStory.VN.LP,uni1EAB.SngStory.VN.LP,21010.14323,21010.14323,,,,1EAB,,,acircumflextilde.SngStory.VN.LP,NotInUfo
LtnSmACircumHookAbv.SngStory.LP,uni1EA9.SngStory.LP,21010.14324,21010.14324,,,,1EA9,,,acircumflexhookabove.SngStory.LP,NotInUfo
LtnSmACircumHookAbv.SngStory.VN.LP,uni1EA9.SngStory.VN.LP,21010.14324,21010.14324,,,,1EA9,,,acircumflexhookabove.SngStory.VN.LP,NotInUfo
LtnSmABreveAcute.SngStory.LP,uni1EAF.SngStory.LP,21010.14332,21010.14332,,,,1EAF,,,abreveacute.SngStory.LP,NotInUfo
LtnSmABreveAcute.SngStory.VN.LP,uni1EAF.SngStory.VN.LP,21010.14332,21010.14332,,,,1EAF,,,abreveacute.SngStory.VN.LP,NotInUfo
LtnSmABreveGrave.SngStory.LP,uni1EB1.SngStory.LP,21010.14332,21010.14332,,,,1EB1,,,abrevegrave.SngStory.LP,NotInUfo
LtnSmABreveGrave.SngStory.VN.LP,uni1EB1.SngStory.VN.LP,21010.14332,21010.14332,,,,1EB1,,,abrevegrave.SngStory.VN.LP,NotInUfo
LtnSmABreveTilde.SngStory.LP,uni1EB5.SngStory.LP,21010.14332,21010.14332,,,,1EB5,,,abrevetilde.SngStory.LP,NotInUfo
LtnSmABreveTilde.SngStory.VN.LP,uni1EB5.SngStory.VN.LP,21010.14332,21010.14332,,,,1EB5,,,abrevetilde.SngStory.VN.LP,NotInUfo
LtnSmABreveHookAbv.SngStory.VN.LP,uni1EB3.SngStory.VN.LP,21010.14332,21010.14332,,,,1EB3,,,abrevehookabove.SngStory.VN.LP,NotInUfo
LtnSmACaron.SngStory.LP,uni01CE.SngStory.LP,21010.14334,21010.14334,,,,01CE,,,acaron.SngStory.LP,NotInUfo
LtnSmATilde.SngStory.LP,atilde.SngStory.LP,21010.1434,21010.1434,,,,00E3,,,atilde.SngStory.LP,NotInUfo
LtnSmAMacron.SngStory.LP,amacron.SngStory.LP,21010.1435,21010.1435,,,,0101,,,amacron.SngStory.LP,NotInUfo
LtnSmADiaer.SngStory.LP,adieresis.SngStory.LP,21010.1436,21010.1436,,,,00E4,,,adieresis.SngStory.LP,NotInUfo
LtnSmADiaerMacron.SngStory.LP,uni01DF.SngStory.LP,21010.14364,21010.14364,,,,01DF,,,adieresismacron.SngStory.LP,NotInUfo
LtnSmADotAbv.SngStory.LP,uni0227.SngStory.LP,21010.14371,21010.14371,,,,0227,,,adotaccent.SngStory.LP,NotInUfo
LtnSmADotAbvMacron.SngStory.LP,uni01E1.SngStory.LP,21010.14371,21010.14371,,,,01E1,,,adotmacron.SngStory.LP,NotInUfo
LtnSmAAcute.2StorySItal.LP,aacute.2StorySItal.LP,21010.31111,21010.31111,,,,00E1,,,aacute.2StorySItal.LP,NotInUfo
LtnSmAGrave.2StorySItal.LP,agrave.2StorySItal.LP,21010.31311,21010.31311,,,,00E0,,,agrave.2StorySItal.LP,NotInUfo
LtnSmACircum.2StorySItal.LP,acircumflex.2StorySItal.LP,21010.3211,21010.3211,,,,00E2,,,acircumflex.2StorySItal.LP,NotInUfo
LtnSmACircumDotBlw.2StorySItal.LP,uni1EAD.2StorySItal.LP,21010.32111,21010.32111,,,,1EAD,,,acircumflexdotbelow.2StorySItal.LP,NotInUfo
LtnSmABreveAcute.2StorySItal.LP,uni1EAF.2StorySItal.LP,21010.33231,21010.33231,,,,1EAF,,,abreveacute.2StorySItal.LP,NotInUfo
LtnSmABreveGrave.2StorySItal.LP,uni1EB1.2StorySItal.LP,21010.33231,21010.33231,,,,1EB1,,,abrevegrave.2StorySItal.LP,NotInUfo
LtnSmABreveTilde.2StorySItal.LP,uni1EB5.2StorySItal.LP,21010.33234,21010.33234,,,,1EB5,,,abrevetilde.2StorySItal.LP,NotInUfo
LtnSmACaron.2StorySItal.LP,uni01CE.2StorySItal.LP,21010.33411,21010.33411,,,,01CE,,,acaron.2StorySItal.LP,NotInUfo
LtnSmAMacron.2StorySItal.LP,amacron.2StorySItal.LP,21010.3511,21010.3511,,,,0101,,,amacron.2StorySItal.LP,NotInUfo
LtnSmADiaer.2StorySItal.LP,adieresis.2StorySItal.LP,21010.3611,21010.3611,,,,00E4,,,adieresis.2StorySItal.LP,NotInUfo
LtnSmADiaerMacron.2StorySItal.LP,uni01DF.2StorySItal.LP,21010.36351,21010.36351,,,,01DF,,,adieresismacron.2StorySItal.LP,NotInUfo
LtnSmADotAbv.2StorySItal.LP,uni0227.2StorySItal.LP,21010.37111,21010.37111,,,,0227,,,adotaccent.2StorySItal.LP,NotInUfo
LtnSmADotAbvMacron.2StorySItal.LP,uni01E1.2StorySItal.LP,21010.37135,21010.37135,,,,01E1,,,adotmacron.2StorySItal.LP,NotInUfo
LtnSmAeAcute.2StorySItal.LP,aeacute.2StorySItal.LP,21020.31111,21020.31111,,,,01FD,,,aeacute.2StorySItal.LP,NotInUfo
LtnSmAeAcute.LP,aeacute.LP,21020.3117,21020.3117,ss07,,,01FD,,,aeacute.LP,NotInUfo
LtnSmAeMacron.2StorySItal.LP,uni01E3.2StorySItal.LP,21020.3511,21020.3511,,,,01E3,,,aemacron.2StorySItal.LP,NotInUfo
LtnSmAeMacron.LP,uni01E3.LP,21020.357,21020.357,ss07,,,01E3,,,aemacron.LP,NotInUfo
GrSmAlphaWTonos,alphatonos,21030.11,21030.11,,,,,,03AC,alphatonos,NotInUfo
GrSmAlphaWOxia,uni1F71,21030.12,21030.12,,,,,,1F71,alphaoxia,NotInUfo
GrSmAlphaWOxiaYpo,uni1FB4,21030.128,21030.128,,,,,,1FB4,alphaoxiaypogegrammeni,NotInUfo
GrSmAlphaWVaria,uni1F70,21030.13,21030.13,,,,,,1F70,alphavaria,NotInUfo
GrSmAlphaWVariaYpo,uni1FB2,21030.138,21030.138,,,,,,1FB2,alphavariaypogegrammeni,NotInUfo
GrSmAlphaWPeris,uni1FB6,21030.14,21030.14,,,,,,1FB6,alphaperispomeni,NotInUfo
GrSmAlphaWPeris.Por,uni1FB6.Por,21030.145,21030.145,cv78,,,1FB6,,,alphaperispomeni.Por,NotInUfo
GrSmAlphaWPerisYpo,uni1FB7,21030.148,21030.148,,,,,,1FB7,alphaperispomeniypogegrammeni,NotInUfo
GrSmAlphaWPerisYpo.Por,uni1FB7.Por,21030.1485,21030.1485,cv78,,,1FB7,,,alphaperispomeniypogegrammeni.Por,NotInUfo
GrSmAlphaWMacron,uni1FB1,21030.16,21030.16,,,,,,1FB1,alphamacron,NotInUfo
GrSmAlphaWVrachy,uni1FB0,21030.17,21030.17,,,,,,1FB0,alphavrachy,NotInUfo
GrSmAlphaWYpo,uni1FB3,21030.18,21030.18,,,,,,1FB3,alphaypogegrammeni,NotInUfo
GrSmAlphaWDasia,uni1F01,21030.2,21030.2,,,,,,1F01,alphadasia,NotInUfo
GrSmAlphaWDasiaOxia,uni1F05,21030.22,21030.22,,,,,,1F05,alphadasiaoxia,NotInUfo
GrSmAlphaWDasiaOxiaYpo,uni1F85,21030.228,21030.228,,,,,,1F85,alphadasiaoxiaypogegrammeni,NotInUfo
GrSmAlphaWDasiaVaria,uni1F03,21030.23,21030.23,,,,,,1F03,alphadasiavaria,NotInUfo
GrSmAlphaWDasiaVariaYpo,uni1F83,21030.238,21030.238,,,,,,1F83,alphadasiavariaypogegrammeni,NotInUfo
GrSmAlphaWDasiaPeris,uni1F07,21030.24,21030.24,,,,,,1F07,alphadasiaperispomeni,NotInUfo
GrSmAlphaWDasiaPeris.Por,uni1F07.Por,21030.245,21030.245,cv78,,,1F07,,,alphadasiaperispomeni.Por,NotInUfo
GrSmAlphaWDasiaPerisYpo,uni1F87,21030.248,21030.248,,,,,,1F87,alphadasiaperispomeniypogegrammeni,NotInUfo
GrSmAlphaWDasiaPerisYpo.Por,uni1F87.Por,21030.2485,21030.2485,cv78,,,1F87,,,alphadasiaperispomeniypogegrammeni.Por,NotInUfo
GrSmAlphaWDasiaYpo,uni1F81,21030.28,21030.28,,,,,,1F81,alphadasiaypogegrammeni,NotInUfo
GrSmAlphaWPsili,uni1F00,21030.3,21030.3,,,,,,1F00,alphapsili,NotInUfo
GrSmAlphaWPsiliOxia,uni1F04,21030.32,21030.32,,,,,,1F04,alphapsilioxia,NotInUfo
GrSmAlphaWPsiliOxiaYpo,uni1F84,21030.328,21030.328,,,,,,1F84,alphapsilioxiaypogegrammeni,NotInUfo
GrSmAlphaWPsiliVaria,uni1F02,21030.33,21030.33,,,,,,1F02,alphapsilivaria,NotInUfo
GrSmAlphaWPsiliVariaYpo,uni1F82,21030.338,21030.338,,,,,,1F82,alphapsilivariaypogegrammeni,NotInUfo
GrSmAlphaWPsiliPeris,uni1F06,21030.34,21030.34,,,,,,1F06,alphapsiliperispomeni,NotInUfo
GrSmAlphaWPsiliPeris.Por,uni1F06.Por,21030.345,21030.345,cv78,,,1F06,,,alphapsiliperispomeni.Por,NotInUfo
GrSmAlphaWPsiliPerisYpo,uni1F86,21030.348,21030.348,,,,,,1F86,alphapsiliperispomeniypogegrammeni,NotInUfo
GrSmAlphaWPsiliPerisYpo.Por,uni1F86.Por,21030.3485,21030.3485,cv78,,,1F86,,,alphapsiliperispomeniypogegrammeni.Por,NotInUfo
GrSmAlphaWPsiliYpo,uni1F80,21030.38,21030.38,,,,,,1F80,alphapsiliypogegrammeni,NotInUfo
GrCapAlphaWTonos,Alphatonos,21051.11,21051.11,,,,,,0386,Alphatonos,NotInUfo
GrCapAlphaWOxia,uni1FBB,21051.12,21051.12,,,,,,1FBB,Alphaoxia,NotInUfo
GrCapAlphaWVaria,uni1FBA,21051.13,21051.13,,,,,,1FBA,Alphavaria,NotInUfo
GrCapAlphaWMacron,uni1FB9,21051.16,21051.16,,,,,,1FB9,Alphamacron,NotInUfo
GrCapAlphaWVrachy,uni1FB8,21051.17,21051.17,,,,,,1FB8,Alphavrachy,NotInUfo
GrCapAlphaWPros,uni1FBC,21051.18,21051.18,,,,,,1FBC,Alphaprosgegrammeni,NotInUfo
GrCapAlphaWPros.ISub,uni1FBC.ISub,21051.187,21051.187,cv83,,,1FBC,,,Alphaprosgegrammeni.ISub,NotInUfo
GrCapAlphaWDasia,uni1F09,21051.2,21051.2,,,,,,1F09,Alphadasia,NotInUfo
GrCapAlphaWDasiaOxia,uni1F0D,21051.22,21051.22,,,,,,1F0D,Alphadasiaoxia,NotInUfo
GrCapAlphaWDasiaOxiaPros,uni1F8D,21051.228,21051.228,,,,,,1F8D,Alphadasiaoxiaprosgegrammeni,NotInUfo
GrCapAlphaWDasiaOxiaPros.ISub,uni1F8D.ISub,21051.2287,21051.2287,cv83,,,1F8D,,,Alphadasiaoxiaprosgegrammeni.ISub,NotInUfo
GrCapAlphaWDasiaVaria,uni1F0B,21051.23,21051.23,,,,,,1F0B,Alphadasiavaria,NotInUfo
